country,iso3,sex,major_category,number_of_deaths,percentage_of_total_deaths,Year
Cambodia,KHM,females,Noncommunicable diseases,40040.97,32.46,2021
Cambodia,KHM,females,Injuries,2930.64,2.38,2021
Cameroon,CMR,persons,"Communicable, maternal, perinatal and nutritional conditions",116293.8,54.49,2021
Cameroon,CMR,persons,Noncommunicable diseases,76237.29,35.72,2021
Cameroon,CMR,persons,Injuries,16241.23,7.61,2021
Cameroon,CMR,males,"Communicable, maternal, perinatal and nutritional conditions",61377.87,28.76,2021
Cameroon,CMR,males,Noncommunicable diseases,38533.72,18.05,2021
Cameroon,CMR,males,Injuries,11291.35,5.29,2021
Cameroon,CMR,females,"Communicable, maternal, perinatal and nutritional conditions",54915.93,25.73,2021
Cameroon,CMR,females,Noncommunicable diseases,37703.58,17.67,2021
Cameroon,CMR,females,Injuries,4949.88,2.32,2021
Canada,CAN,persons,"Communicable, maternal, perinatal and nutritional conditions",25971.09,8.36,2021
Canada,CAN,persons,Noncommunicable diseases,267700.55,86.14,2021
Canada,CAN,persons,Injuries,17094.34,5.5,2021
Canada,CAN,males,"Communicable, maternal, perinatal and nutritional conditions",14042.96,4.52,2021
Canada,CAN,males,Noncommunicable diseases,140214.07,45.12,2021
Canada,CAN,males,Injuries,10135.33,3.26,2021
Canada,CAN,females,"Communicable, maternal, perinatal and nutritional conditions",11928.13,3.84,2021
Canada,CAN,females,Noncommunicable diseases,127486.48,41.02,2021
Canada,CAN,females,Injuries,6959.01,2.24,2021
Central African Republic,CAF,persons,"Communicable, maternal, perinatal and nutritional conditions",40517.4,66.31,2021
Central African Republic,CAF,persons,Noncommunicable diseases,13910.51,22.76,2021
Central African Republic,CAF,persons,Injuries,5463.0,8.94,2021
Central African Republic,CAF,males,"Communicable, maternal, perinatal and nutritional conditions",20911.83,34.22,2021
Central African Republic,CAF,males,Noncommunicable diseases,7377.52,12.07,2021
Central African Republic,CAF,males,Injuries,4040.76,6.61,2021
Central African Republic,CAF,females,"Communicable, maternal, perinatal and nutritional conditions",19605.57,32.08,2021
Central African Republic,CAF,females,Noncommunicable diseases,6532.99,10.69,2021
Central African Republic,CAF,females,Injuries,1422.24,2.33,2021
Chad,TCD,persons,"Communicable, maternal, perinatal and nutritional conditions",109374.1,66.42,2021
Chad,TCD,persons,Noncommunicable diseases,38659.19,23.48,2021
Chad,TCD,persons,Injuries,13811.11,8.39,2021
Chad,TCD,males,"Communicable, maternal, perinatal and nutritional conditions",56660.24,34.41,2021
Chad,TCD,males,Noncommunicable diseases,19669.96,11.94,2021
Chad,TCD,males,Injuries,9324.08,5.66,2021
Chad,TCD,females,"Communicable, maternal, perinatal and nutritional conditions",52713.86,32.01,2021
Chad,TCD,females,Noncommunicable diseases,18989.23,11.53,2021
Chad,TCD,females,Injuries,4487.03,2.72,2021
Chile,CHL,persons,"Communicable, maternal, perinatal and nutritional conditions",31187.32,21.34,2021
Chile,CHL,persons,Noncommunicable diseases,107013.24,73.24,2021
Chile,CHL,persons,Injuries,7915.72,5.42,2021
Chile,CHL,males,"Communicable, maternal, perinatal and nutritional conditions",17340.4,11.87,2021
Chile,CHL,males,Noncommunicable diseases,53082.65,36.33,2021
Chile,CHL,males,Injuries,5795.57,3.97,2021
Chile,CHL,females,"Communicable, maternal, perinatal and nutritional conditions",13846.92,9.48,2021
Chile,CHL,females,Noncommunicable diseases,53930.58,36.91,2021
Chile,CHL,females,Injuries,2120.15,1.45,2021
China,CHN,persons,"Communicable, maternal, perinatal and nutritional conditions",368905.03,3.2,2021
China,CHN,persons,Noncommunicable diseases,10451643.4,90.68,2021
China,CHN,persons,Injuries,691862.53,6.0,2021
China,CHN,males,"Communicable, maternal, perinatal and nutritional conditions",213901.68,1.86,2021
China,CHN,males,Noncommunicable diseases,5881481.01,51.03,2021
China,CHN,males,Injuries,461157.55,4.0,2021
China,CHN,females,"Communicable, maternal, perinatal and nutritional conditions",155003.35,1.34,2021
China,CHN,females,Noncommunicable diseases,4570162.39,39.65,2021
China,CHN,females,Injuries,230704.98,2.0,2021
Colombia,COL,persons,"Communicable, maternal, perinatal and nutritional conditions",118192.23,32.63,2021
Colombia,COL,persons,Noncommunicable diseases,208861.81,57.67,2021
Colombia,COL,persons,Injuries,35115.89,9.7,2021
Colombia,COL,males,"Communicable, maternal, perinatal and nutritional conditions",69681.87,19.24,2021
Colombia,COL,males,Noncommunicable diseases,101833.66,28.12,2021
Colombia,COL,males,Injuries,29335.5,8.1,2021
Colombia,COL,females,"Communicable, maternal, perinatal and nutritional conditions",48510.35,13.39,2021
Colombia,COL,females,Noncommunicable diseases,107028.15,29.55,2021
Colombia,COL,females,Injuries,5780.4,1.6,2021
Comoros,COM,persons,"Communicable, maternal, perinatal and nutritional conditions",2069.43,37.57,2021
Comoros,COM,persons,Noncommunicable diseases,2737.69,49.7,2021
Comoros,COM,persons,Injuries,564.96,10.26,2021
Comoros,COM,males,"Communicable, maternal, perinatal and nutritional conditions",1095.91,19.89,2021
Comoros,COM,males,Noncommunicable diseases,1326.78,24.09,2021
Comoros,COM,males,Injuries,366.94,6.66,2021
Comoros,COM,females,"Communicable, maternal, perinatal and nutritional conditions",973.52,17.67,2021
Comoros,COM,females,Noncommunicable diseases,1410.91,25.61,2021
Comoros,COM,females,Injuries,198.02,3.59,2021
Congo,COG,persons,"Communicable, maternal, perinatal and nutritional conditions",25319.22,58.59,2021
Congo,COG,persons,Noncommunicable diseases,14697.51,34.01,2021
Congo,COG,persons,Injuries,2415.56,5.59,2021
Congo,COG,males,"Communicable, maternal, perinatal and nutritional conditions",12438.02,28.78,2021
Congo,COG,males,Noncommunicable diseases,7101.83,16.43,2021
Congo,COG,males,Injuries,1672.35,3.87,2021
Congo,COG,females,"Communicable, maternal, perinatal and nutritional conditions",12881.2,29.81,2021
Congo,COG,females,Noncommunicable diseases,7595.68,17.58,2021
Congo,COG,females,Injuries,743.21,1.72,2021
Costa Rica,CRI,persons,"Communicable, maternal, perinatal and nutritional conditions",7637.35,24.44,2021
Costa Rica,CRI,persons,Noncommunicable diseases,20889.45,66.85,2021
Costa Rica,CRI,persons,Injuries,2719.99,8.7,2021
Costa Rica,CRI,males,"Communicable, maternal, perinatal and nutritional conditions",4598.54,14.72,2021
Costa Rica,CRI,males,Noncommunicable diseases,10417.8,33.34,2021
Costa Rica,CRI,males,Injuries,2115.41,6.77,2021
Costa Rica,CRI,females,"Communicable, maternal, perinatal and nutritional conditions",3038.81,9.73,2021
Costa Rica,CRI,females,Noncommunicable diseases,10471.65,33.51,2021
Costa Rica,CRI,females,Injuries,604.58,1.93,2021
Côte d'Ivoire,CIV,persons,"Communicable, maternal, perinatal and nutritional conditions",111459.28,53.15,2021
Côte d'Ivoire,CIV,persons,Noncommunicable diseases,74800.4,35.67,2021
Côte d'Ivoire,CIV,persons,Injuries,19989.06,9.53,2021
Côte d'Ivoire,CIV,males,"Communicable, maternal, perinatal and nutritional conditions",62098.47,29.61,2021
Côte d'Ivoire,CIV,males,Noncommunicable diseases,41300.48,19.7,2021
Côte d'Ivoire,CIV,males,Injuries,13550.38,6.46,2021
Côte d'Ivoire,CIV,females,"Communicable, maternal, perinatal and nutritional conditions",49360.81,23.54,2021
Côte d'Ivoire,CIV,females,Noncommunicable diseases,33499.92,15.98,2021
Côte d'Ivoire,CIV,females,Injuries,6438.68,3.07,2021
Croatia,HRV,persons,"Communicable, maternal, perinatal and nutritional conditions",9255.12,15.35,2021
Croatia,HRV,persons,Noncommunicable diseases,48516.2,80.45,2021
Croatia,HRV,persons,Injuries,2532.72,4.2,2021
Croatia,HRV,males,"Communicable, maternal, perinatal and nutritional conditions",4959.96,8.22,2021
Croatia,HRV,males,Noncommunicable diseases,22815.34,37.83,2021
Croatia,HRV,males,Injuries,1475.46,2.45,2021
Croatia,HRV,females,"Communicable, maternal, perinatal and nutritional conditions",4295.16,7.12,2021
Croatia,HRV,females,Noncommunicable diseases,25700.85,42.62,2021
Croatia,HRV,females,Injuries,1057.26,1.75,2021
Cuba,CUB,persons,"Communicable, maternal, perinatal and nutritional conditions",58181.76,34.61,2021
Cuba,CUB,persons,Noncommunicable diseases,102635.39,61.05,2021
Cuba,CUB,persons,Injuries,7294.37,4.34,2021
Cuba,CUB,males,"Communicable, maternal, perinatal and nutritional conditions",32227.97,19.17,2021
Cuba,CUB,males,Noncommunicable diseases,57030.39,33.92,2021
Cuba,CUB,males,Injuries,4205.25,2.5,2021
Cuba,CUB,females,"Communicable, maternal, perinatal and nutritional conditions",25953.8,15.44,2021
Cuba,CUB,females,Noncommunicable diseases,45605.0,27.13,2021
Cuba,CUB,females,Injuries,3089.12,1.84,2021
Cyprus,CYP,persons,"Communicable, maternal, perinatal and nutritional conditions",1094.62,12.97,2021
Cyprus,CYP,persons,Noncommunicable diseases,6982.27,82.76,2021
Cyprus,CYP,persons,Injuries,359.48,4.26,2021
Cyprus,CYP,males,"Communicable, maternal, perinatal and nutritional conditions",584.9,6.93,2021
Cyprus,CYP,males,Noncommunicable diseases,3612.7,42.82,2021
Cyprus,CYP,males,Injuries,209.33,2.48,2021
Cyprus,CYP,females,"Communicable, maternal, perinatal and nutritional conditions",509.72,6.04,2021
Cyprus,CYP,females,Noncommunicable diseases,3369.58,39.94,2021
Cyprus,CYP,females,Injuries,150.15,1.78,2021
Czechia,CZE,persons,"Communicable, maternal, perinatal and nutritional conditions",32888.79,23.46,2021
Czechia,CZE,persons,Noncommunicable diseases,102289.97,72.97,2021
Czechia,CZE,persons,Injuries,4996.69,3.56,2021
Czechia,CZE,males,"Communicable, maternal, perinatal and nutritional conditions",18636.55,13.3,2021
Czechia,CZE,males,Noncommunicable diseases,51706.4,36.89,2021
Czechia,CZE,males,Injuries,3369.67,2.4,2021
Czechia,CZE,females,"Communicable, maternal, perinatal and nutritional conditions",14252.24,10.17,2021
Czechia,CZE,females,Noncommunicable diseases,50583.57,36.09,2021
Czechia,CZE,females,Injuries,1627.03,1.16,2021
Democratic People's Republic of Korea,PRK,persons,"Communicable, maternal, perinatal and nutritional conditions",33385.86,12.58,2021
Democratic People's Republic of Korea,PRK,persons,Noncommunicable diseases,209833.24,79.08,2021
Democratic People's Republic of Korea,PRK,persons,Injuries,20020.31,7.55,2021
Democratic People's Republic of Korea,PRK,males,"Communicable, maternal, perinatal and nutritional conditions",19497.93,7.35,2021
Democratic People's Republic of Korea,PRK,males,Noncommunicable diseases,101968.64,38.43,2021
Democratic People's Republic of Korea,PRK,males,Injuries,13922.87,5.25,2021
Democratic People's Republic of Korea,PRK,females,"Communicable, maternal, perinatal and nutritional conditions",13887.93,5.23,2021
Democratic People's Republic of Korea,PRK,females,Noncommunicable diseases,107864.6,40.65,2021
Democratic People's Republic of Korea,PRK,females,Injuries,6097.44,2.3,2021
Democratic Republic of the Congo,COD,persons,"Communicable, maternal, perinatal and nutritional conditions",480053.43,55.96,2021
Democratic Republic of the Congo,COD,persons,Noncommunicable diseases,296468.72,34.56,2021
Democratic Republic of the Congo,COD,persons,Injuries,68983.18,8.04,2021
Democratic Republic of the Congo,COD,males,"Communicable, maternal, perinatal and nutritional conditions",257313.97,30.0,2021
Democratic Republic of the Congo,COD,males,Noncommunicable diseases,150357.48,17.53,2021
Democratic Republic of the Congo,COD,males,Injuries,48401.2,5.64,2021
Democratic Republic of the Congo,COD,females,"Communicable, maternal, perinatal and nutritional conditions",222739.46,25.97,2021
Democratic Republic of the Congo,COD,females,Noncommunicable diseases,146111.25,17.03,2021
Democratic Republic of the Congo,COD,females,Injuries,20581.98,2.4,2021
Denmark,DNK,persons,"Communicable, maternal, perinatal and nutritional conditions",5178.41,9.08,2021
Denmark,DNK,persons,Noncommunicable diseases,50009.91,87.7,2021
Denmark,DNK,persons,Injuries,1835.79,3.22,2021
Denmark,DNK,males,"Communicable, maternal, perinatal and nutritional conditions",2754.36,4.83,2021
Denmark,DNK,males,Noncommunicable diseases,25261.64,44.3,2021
Denmark,DNK,males,Injuries,1078.7,1.89,2021
Denmark,DNK,females,"Communicable, maternal, perinatal and nutritional conditions",2424.05,4.25,2021
Denmark,DNK,females,Noncommunicable diseases,24748.27,43.4,2021
Denmark,DNK,females,Injuries,757.08,1.33,2021
Djibouti,DJI,persons,"Communicable, maternal, perinatal and nutritional conditions",3719.51,41.94,2021
Djibouti,DJI,persons,Noncommunicable diseases,4128.56,46.55,2021
Djibouti,DJI,persons,Injuries,770.76,8.69,2021
Djibouti,DJI,males,"Communicable, maternal, perinatal and nutritional conditions",1976.77,22.29,2021
Djibouti,DJI,males,Noncommunicable diseases,2059.15,23.22,2021
Djibouti,DJI,males,Injuries,502.37,5.66,2021
Djibouti,DJI,females,"Communicable, maternal, perinatal and nutritional conditions",1742.74,19.65,2021
Djibouti,DJI,females,Noncommunicable diseases,2069.41,23.33,2021
Djibouti,DJI,females,Injuries,268.39,3.03,2021
Dominican Republic,DOM,persons,"Communicable, maternal, perinatal and nutritional conditions",14879.38,22.08,2021
Dominican Republic,DOM,persons,Noncommunicable diseases,42940.93,63.72,2021
Dominican Republic,DOM,persons,Injuries,7121.49,10.57,2021
Dominican Republic,DOM,males,"Communicable, maternal, perinatal and nutritional conditions",8247.35,12.24,2021
Dominican Republic,DOM,males,Noncommunicable diseases,22153.41,32.87,2021
Dominican Republic,DOM,males,Injuries,5833.02,8.66,2021
Dominican Republic,DOM,females,"Communicable, maternal, perinatal and nutritional conditions",6632.03,9.84,2021
Dominican Republic,DOM,females,Noncommunicable diseases,20787.52,30.85,2021
Dominican Republic,DOM,females,Injuries,1288.47,1.91,2021
Ecuador,ECU,persons,"Communicable, maternal, perinatal and nutritional conditions",33442.47,28.78,2021
Ecuador,ECU,persons,Noncommunicable diseases,72302.15,62.21,2021
Ecuador,ECU,persons,Injuries,10471.36,9.01,2021
Ecuador,ECU,males,"Communicable, maternal, perinatal and nutritional conditions",19863.02,17.09,2021
Ecuador,ECU,males,Noncommunicable diseases,37659.69,32.4,2021
Ecuador,ECU,males,Injuries,8429.67,7.25,2021
Ecuador,ECU,females,"Communicable, maternal, perinatal and nutritional conditions",13579.46,11.68,2021
Ecuador,ECU,females,Noncommunicable diseases,34642.46,29.81,2021
Ecuador,ECU,females,Injuries,2041.68,1.76,2021
Egypt,EGY,persons,"Communicable, maternal, perinatal and nutritional conditions",188589.99,25.26,2021
Egypt,EGY,persons,Noncommunicable diseases,479399.05,64.22,2021
Egypt,EGY,persons,Injuries,25125.13,3.37,2021
Egypt,EGY,males,"Communicable, maternal, perinatal and nutritional conditions",108297.62,14.51,2021
Egypt,EGY,males,Noncommunicable diseases,256724.6,34.39,2021
Egypt,EGY,males,Injuries,18954.93,2.54,2021
Egypt,EGY,females,"Communicable, maternal, perinatal and nutritional conditions",80292.38,10.76,2021
Egypt,EGY,females,Noncommunicable diseases,222674.45,29.83,2021
Egypt,EGY,females,Injuries,6170.2,0.83,2021
El Salvador,SLV,persons,"Communicable, maternal, perinatal and nutritional conditions",10049.55,21.62,2021
El Salvador,SLV,persons,Noncommunicable diseases,25071.2,53.92,2021
El Salvador,SLV,persons,Injuries,8750.06,18.82,2021
El Salvador,SLV,males,"Communicable, maternal, perinatal and nutritional conditions",5663.07,12.18,2021
El Salvador,SLV,males,Noncommunicable diseases,12600.46,27.1,2021
El Salvador,SLV,males,Injuries,6122.38,13.17,2021
El Salvador,SLV,females,"Communicable, maternal, perinatal and nutritional conditions",4386.48,9.43,2021
El Salvador,SLV,females,Noncommunicable diseases,12470.73,26.82,2021
El Salvador,SLV,females,Injuries,2627.68,5.65,2021
Equatorial Guinea,GNQ,persons,"Communicable, maternal, perinatal and nutritional conditions",9530.95,61.4,2021
Equatorial Guinea,GNQ,persons,Noncommunicable diseases,4943.91,31.85,2021
Equatorial Guinea,GNQ,persons,Injuries,844.48,5.44,2021
Equatorial Guinea,GNQ,males,"Communicable, maternal, perinatal and nutritional conditions",5384.1,34.69,2021
Equatorial Guinea,GNQ,males,Noncommunicable diseases,2503.05,16.13,2021
Equatorial Guinea,GNQ,males,Injuries,600.6,3.87,2021
Equatorial Guinea,GNQ,females,"Communicable, maternal, perinatal and nutritional conditions",4146.86,26.72,2021
Equatorial Guinea,GNQ,females,Noncommunicable diseases,2440.86,15.73,2021
Equatorial Guinea,GNQ,females,Injuries,243.87,1.57,2021
Eritrea,ERI,persons,"Communicable, maternal, perinatal and nutritional conditions",10136.45,36.99,2021
Eritrea,ERI,persons,Noncommunicable diseases,14131.1,51.56,2021
Eritrea,ERI,persons,Injuries,2690.13,9.82,2021
Eritrea,ERI,males,"Communicable, maternal, perinatal and nutritional conditions",5556.37,20.27,2021
Eritrea,ERI,males,Noncommunicable diseases,6897.05,25.17,2021
Eritrea,ERI,males,Injuries,1847.97,6.74,2021
Eritrea,ERI,females,"Communicable, maternal, perinatal and nutritional conditions",4580.08,16.71,2021
Eritrea,ERI,females,Noncommunicable diseases,7234.05,26.4,2021
Eritrea,ERI,females,Injuries,842.16,3.07,2021
Estonia,EST,persons,"Communicable, maternal, perinatal and nutritional conditions",2386.54,12.91,2021
Estonia,EST,persons,Noncommunicable diseases,15318.13,82.85,2021
Estonia,EST,persons,Injuries,783.63,4.24,2021
Estonia,EST,males,"Communicable, maternal, perinatal and nutritional conditions",1206.98,6.53,2021
Estonia,EST,males,Noncommunicable diseases,7026.98,38.01,2021
Estonia,EST,males,Injuries,528.29,2.86,2021
Estonia,EST,females,"Communicable, maternal, perinatal and nutritional conditions",1179.56,6.38,2021
Estonia,EST,females,Noncommunicable diseases,8291.16,44.85,2021
Estonia,EST,females,Injuries,255.34,1.38,2021
Eswatini,SWZ,persons,"Communicable, maternal, perinatal and nutritional conditions",8145.41,51.61,2021
